date,norm_mvrv_z,norm_puell,norm_price_200w_ratio,norm_stable_30d,norm_dom_proxy_30d_roc,btc_score,btc_score_lagged,regime,action
2024-12-17,90.28013368948716,32.04141986302315,99.81820741701172,87.62879448312351,68.19151714762069,75.02150744323488,69.64045854713136,BULL,DEPLOY_ALTS
2024-12-18,82.53915816283742,32.14926747342835,92.38567039554879,84.9012225262346,59.955737132265135,70.00695548847979,73.7576546796772,BULL,DEPLOY_ALTS
2024-12-19,78.17729179079232,32.28823810252578,89.05945849877676,83.09293233287742,63.19788264352727,68.12086687690883,74.05288126225054,BULL,DEPLOY_ALTS
2024-12-20,77.66375141413593,33.33821630288857,88.76514861296934,77.55657302267728,70.89331887189138,68.10952706314751,77.02707430879202,BULL,DEPLOY_ALTS
2024-12-21,76.95807554896201,30.857072307105344,88.05021348046009,75.61251737732613,56.76724348248011,65.43033539240389,75.44676041335302,BULL,DEPLOY_ALTS
2024-12-22,74.04490193095732,32.66435590788821,85.26099287014668,68.83007194472832,60.365737336844,63.79284265568223,75.54102905395902,BULL,DEPLOY_ALTS
2024-12-23,72.94160362873446,24.61075356451509,84.60102830467649,66.4117649155932,62.911387707227085,61.2082786487461,76.53246099327119,BULL,DEPLOY_ALTS
2024-12-24,77.44997787789488,24.11181085971685,89.69814829818424,68.01762273116834,61.64089969564011,63.56930911717379,75.02150744323488,BULL,DEPLOY_ALTS
2024-12-25,78.18761970643033,30.455733114004467,90.42549572103601,70.84818624253926,48.00120226214142,64.58266649723245,70.00695548847979,BULL,DEPLOY_ALTS
2024-12-26,73.497049039284,21.46518039909167,85.62298906325456,73.17416962005132,48.90178732680509,60.40631179989723,68.12086687690883,BULL,DEPLOY_ALTS
2024-12-27,71.5105269088256,29.30140298148194,83.80093816576264,67.69216177465516,40.828649897682155,59.77538570713718,68.10952706314751,BULL,DEPLOY_ALTS
2024-12-28,72.64742785486922,24.864621043093024,84.79361710840259,67.27123643435252,47.05356927109943,59.76514943117736,65.43033539240389,BULL,DEPLOY_ALTS
2024-12-29,70.43295226526642,28.926565678198173,82.74987930498594,63.49662719469872,50.34540470788788,59.47053751012025,63.79284265568223,BULL,DEPLOY_ALTS
2024-12-30,68.87304435156152,28.773482856952203,81.31167764692579,59.66722977164412,44.95902438512884,57.56360645335117,61.2082786487461,BULL,DEPLOY_ALTS
2024-12-31,69.73473255541587,19.76021386552268,82.32891354485982,57.35547244917606,43.52752646821649,55.282329456175454,63.56930911717379,BULL,DEPLOY_ALTS
2025-01-01,70.98521772868425,23.519726620752934,83.36206226754368,53.79576310114893,42.91236851136744,56.20851074361133,64.58266649723245,BULL,DEPLOY_ALTS
2025-01-02,73.85303680209817,33.550934671968925,86.37557698314376,54.72085147376868,44.952908008106405,60.52217862712638,60.40631179989723,BULL,DEPLOY_ALTS
2025-01-03,75.4319651261836,26.101770171584842,87.85243439849546,51.819208142904735,45.379916345548374,59.03639181644093,59.77538570713718,NEUTRAL,HOLD
2025-01-04,75.49838051274533,28.464848576201156,87.94137889455116,50.39032679253439,46.59001047294409,59.571552142958694,59.76514943117736,NEUTRAL,HOLD
2025-01-05,75.79254026629005,30.808737055534042,87.98091042895761,45.12525003095925,39.69785315513034,58.774701249718966,59.47053751012025,NEUTRAL,HOLD
2025-01-06,80.48179679798719,25.015415855601596,92.8072976125214,46.14402180248028,35.17177809719385,59.39863360589226,57.56360645335117,NEUTRAL,HOLD
2025-01-07,73.4963097468438,23.0163283886366,85.90686720381562,41.577141449306474,31.092298698222635,54.33014954919365,55.282329456175454,NEUTRAL,HOLD
2025-01-08,70.80671513789089,19.322667819273182,83.24877925044429,41.85902536118788,39.635756017206546,52.96486675217326,56.20851074361133,NEUTRAL,HOLD
2025-01-09,66.98429838210077,26.53867992248858,79.51032969104259,39.50053450406456,42.13798995500326,52.77090460457091,60.52217862712638,BULL,DEPLOY_ALTS
2025-01-10,69.3251789492473,24.576172469219472,82.16841809863769,33.658332079757244,38.761451144813606,52.30017534825154,59.03639181644093,NEUTRAL,HOLD
2025-01-11,68.38795540497048,23.096820831129563,81.53896870574441,31.555726212851344,35.062813646014675,50.83802586695159,59.571552142958694,NEUTRAL,HOLD
2025-01-12,68.07153096317825,33.781787291255,81.322407449304,29.383311790945687,35.33259374033359,53.072143744303226,58.774701249718966,NEUTRAL,HOLD
2025-01-13,68.12949561352852,20.109890831896763,81.24256379668596,28.774606383909596,30.2643129040934,49.057456399365726,59.39863360589226,NEUTRAL,HOLD
2025-01-14,71.14717171111377,29.317742825763226,84.02652420120175,28.623095718083853,33.065712414622865,53.07892765919015,54.33014954919365,NEUTRAL,HOLD
2025-01-15,76.01126948123868,26.309126316030774,88.99776827916057,30.33200964949217,38.714505005528544,55.60146802718809,52.96486675217326,NEUTRAL,HOLD
2025-01-16,75.45343528810618,22.454162514310973,88.5400202221639,30.25615462307473,37.78180786339181,54.27417923924277,52.77090460457091,NEUTRAL,HOLD
2025-01-17,81.24418663599904,32.109355457323936,94.00019245475625,35.77022737567179,41.51640704830768,60.71780815726348,52.30017534825154,NEUTRAL,HOLD
2025-01-18,81.23702879167753,24.8599232489302,94.12831237071188,34.17743803990545,38.166699693787784,58.35503759924278,50.83802586695159,NEUTRAL,HOLD
2025-01-19,76.33196069605661,30.30890822936531,89.89840011327588,34.92777536314102,36.06078921240745,57.301740514525385,53.072143744303226,NEUTRAL,HOLD
2025-01-20,78.38494105082171,31.847534153668946,90.45182394084647,33.90498630882676,44.11604298972649,59.0650828871297,49.057456399365726,NEUTRAL,HOLD
2025-01-21,82.78263245462259,27.141046429311878,96.2865784457337,43.41575379406134,39.710105726847836,61.36074067465547,53.07892765919015,NEUTRAL,HOLD
2025-01-22,79.26627002772118,31.590309665279637,92.78919138475837,45.74098117633374,30.471642213506428,60.143608099388636,55.60146802718809,NEUTRAL,HOLD
2025-01-23,79.08210852797924,26.79867015770708,93.1984563779979,46.87170511271815,38.05375220825184,59.90012236115303,54.27417923924277,NEUTRAL,HOLD
2025-01-24,79.68698128125648,28.524531159272765,94.11552432336009,48.01952590307484,37.117937558777136,60.7750546802061,60.71780815726348,BULL,DEPLOY_ALTS
2025-01-25,79.82536730228239,24.177282674408517,93.94977226199957,46.34075475436565,39.748812659136746,59.707879790755285,58.35503759924278,NEUTRAL,HOLD
2025-01-26,76.9536767229899,26.16751341168716,90.8311275677362,45.898658480468335,36.200787144677435,58.299084369903994,57.301740514525385,NEUTRAL,HOLD
2025-01-27,75.51153384736207,32.57123651957296,89.93508329365312,45.68973978612068,31.921637258327095,58.828910636583295,59.0650828871297,NEUTRAL,HOLD
2025-01-28,74.35900120470046,29.353489367550157,88.97496638416894,47.597458234930684,26.958469330150947,57.27653164838617,61.36074067465547,BULL,DEPLOY_ALTS
2025-01-29,78.14142550439551,32.96276504455269,92.09637719839453,50.082840658901375,22.826532441422813,59.89747369511322,60.143608099388636,BULL,DEPLOY_ALTS
2025-01-30,79.44305249051308,29.992082920792207,93.41351794775595,53.720735818660025,31.31392542366136,61.20314298206831,59.90012236115303,NEUTRAL,HOLD
2025-01-31,75.60630436940126,21.977706887178975,90.10691115995235,55.76550857000232,38.743730999283365,58.43689965003427,60.7750546802061,BULL,DEPLOY_ALTS
2025-02-01,73.31791503472846,41.07644649128477,87.72817546617686,52.934766400738084,31.985877182928206,60.94892390487863,59.707879790755285,NEUTRAL,HOLD
2025-02-02,68.93758353908103,34.871902463765814,83.49441547454583,49.23466958941554,16.11830950790049,55.09516516177731,58.299084369903994,NEUTRAL,HOLD
2025-02-03,74.54717901985714,31.17014775311618,88.60492737073963,54.723829331281046,8.368581267032667,56.92310864477954,58.828910636583295,NEUTRAL,HOLD
2025-02-04,69.18652583428208,22.12642355269169,84.05214500542365,60.29664233249422,7.026173253759808,52.84510631479239,57.27653164838617,NEUTRAL,HOLD
2025-02-05,67.2175074908789,25.698276410733158,81.91999677954209,60.65740267864692,17.703782450167438,53.84280935266916,59.89747369511322,NEUTRAL,HOLD
2025-02-06,67.09485996402411,26.038556025311355,81.90919021763541,65.19922896747092,18.103102338293724,54.61012961801215,61.20314298206831,BULL,DEPLOY_ALTS
2025-02-07,66.94808867204517,35.001577380462116,81.72641608774194,69.37416793814002,14.120161731535816,56.99824552815205,58.43689965003427,NEUTRAL,HOLD
2025-02-08,67.32455496269398,30.73208205815646,81.64974503246322,69.76927237733086,15.468050818031003,56.222531948242676,60.94892390487863,BULL,DEPLOY_ALTS
2025-02-09,66.80018798910206,25.14905362979201,81.56065543224175,70.13065657532212,17.038690483818613,54.86291842530714,55.09516516177731,NEUTRAL,HOLD
2025-02-10,68.34527230536416,24.370028970563578,82.61354150246028,71.2303087385406,16.15772890235182,55.419116435758475,56.92310864477954,NEUTRAL,HOLD
2025-02-11,66.15471473406251,18.91972846872379,80.34209740549758,70.08719115479587,16.303396585016287,52.78818435022023,52.84510631479239,NEUTRAL,HOLD
2025-02-12,68.91900334806456,22.693017231291186,83.05140181338538,70.61338280469346,28.077783776966626,56.35902147331993,53.84280935266916,NEUTRAL,HOLD
2025-02-13,67.29778705460421,30.30673525274959,81.29090626147467,70.9839130588498,25.520202764415515,57.22380841713262,54.61012961801215,NEUTRAL,HOLD
2025-02-14,68.57804095308133,28.768190244589885,82.44469001306717,69.6918249021918,21.76723396407057,56.88489498142113,56.99824552815205,NEUTRAL,HOLD
2025-02-15,68.87951183208395,31.311808119243906,82.47460846885176,69.39697236523446,26.58491814117332,58.05476494210901,56.222531948242676,NEUTRAL,HOLD
2025-02-16,67.03663287864484,27.715164750196802,80.51072845364602,63.89273729980269,25.36631242747586,55.26246857958985,54.86291842530714,NEUTRAL,HOLD
2025-02-17,66.59698358658122,23.22160085825524,79.93462036795647,64.11572781483783,39.525726048747266,55.34135114122987,55.419116435758475,NEUTRAL,HOLD
2025-02-18,66.21753369102309,23.91034801922879,79.4838520236275,62.938849213287526,35.87594846274666,54.76803974510743,52.78818435022023,NEUTRAL,HOLD
2025-02-19,68.03987168148517,19.9540583005795,80.79660268310165,63.71975812041279,35.0893374675081,54.626694081023494,56.35902147331993,NEUTRAL,HOLD
2025-02-20,70.63047963089834,22.09615073667555,83.11628651222065,54.77805104301695,37.42526073127016,55.29567260546208,57.22380841713262,NEUTRAL,HOLD
2025-02-21,67.36482260969846,20.8281684733791,80.05503708955104,54.13852799599185,36.91573222586395,53.239848741149686,56.88489498142113,NEUTRAL,HOLD
2025-02-22,68.17506736450115,24.359026155588424,80.52571192847931,50.63446498854851,37.98072163538797,54.04066104576439,58.05476494210901,NEUTRAL,HOLD
2025-02-23,67.49974109532093,21.560876794496878,80.11693212507684,49.67438513276699,44.10841618417783,53.5255273405687,55.26246857958985,NEUTRAL,HOLD
2025-02-24,61.473640057356114,19.948353797226194,73.5495878868838,48.225647095832,32.7537713370355,48.64832224196849,55.34135114122987,NEUTRAL,HOLD
2025-02-25,57.05023848911244,23.606355021269465,70.00944593756444,45.604172435711476,38.084582735603824,47.667633628481084,54.76803974510743,NEUTRAL,HOLD
2025-02-26,50.31287283028752,23.94373787351065,63.569128802687466,44.70005802647502,37.888386771234416,44.28746945909611,54.626694081023494,NEUTRAL,HOLD
2025-02-27,51.26053347321575,22.220216660094028,64.57742685602682,42.04016817732714,39.18323409280497,44.07304821407316,55.29567260546208,NEUTRAL,HOLD
2025-02-28,50.80734486077988,23.665255188989992,64.1787242438067,50.743406344295884,36.83418831730765,45.289191887617946,53.239848741149686,NEUTRAL,HOLD
2025-03-01,53.21386834852415,21.020383697924537,66.18168478328282,48.10270891468226,27.46627105229757,44.41762682812704,54.04066104576439,NEUTRAL,HOLD
2025-03-02,65.52135919365561,19.369240317946034,76.94987768010286,42.518558624355556,26.50019039456015,48.91649620671311,53.5255273405687,NEUTRAL,HOLD
2025-03-03,53.94832962818404,22.961245391276428,66.21784473435557,42.08594616781859,22.860120750175142,43.76728318333574,48.64832224196849,NEUTRAL,HOLD
2025-03-04,55.47890663867688,22.372399301655012,67.71176337993829,42.8255645296667,32.13435741895455,45.41639491434993,47.667633628481084,NEUTRAL,HOLD
2025-03-05,60.24928554059619,20.395763065954934,71.96675847490837,38.82173095343117,36.392716573512075,47.02960942401515,44.28746945909611,NEUTRAL,HOLD
2025-03-06,59.64388506197819,31.216113481452783,71.11373018780456,34.565334011972396,37.67652072267678,48.8723921005811,44.07304821407316,NEUTRAL,HOLD
2025-03-07,54.35733903634551,21.227046007363985,66.83218024580403,35.07055343121348,33.05491037712983,43.54647331430046,45.289191887617946,NEUTRAL,HOLD
2025-03-08,53.88650556365809,19.41267918599377,65.95758506571266,32.82244781550258,43.734743116854034,43.507479962749194,44.41762682812704,NEUTRAL,HOLD
2025-03-09,45.29925667924807,23.039827166972724,58.557966002114824,30.08118480821642,44.241796997428665,39.997684416915895,48.91649620671311,NEUTRAL,HOLD
2025-03-10,40.40588558056391,20.762462392505,54.25834740495039,28.89297737494696,37.19025479997414,36.21702283952496,43.76728318333574,NEUTRAL,HOLD
2025-03-11,42.694374355694606,18.5454910030509,58.86953089407512,30.416077021247773,33.795066939967526,37.16050948347005,45.41639491434993,NEUTRAL,HOLD
2025-03-12,43.849059358458014,23.402298505904266,60.31991915935257,30.497885218857192,31.18050109208538,38.762009157921106,47.02960942401515,NEUTRAL,HOLD
2025-03-13,39.70898221977028,23.737562526804503,56.380570291302256,31.76260379936331,32.86400992660671,37.17399091845783,48.8723921005811,NEUTRAL,HOLD
2025-03-14,44.673580424831975,20.46857355428033,60.32017134442222,33.96780420323983,27.30332169996963,38.40875458538706,43.54647331430046,NEUTRAL,HOLD
2025-03-15,45.18844223628683,17.767182048524734,60.83463534682036,33.73821013159366,30.05827865535369,38.231814637655724,43.507479962749194,NEUTRAL,HOLD
2025-03-16,42.103202716235856,20.66317100781688,58.28963640792193,31.767668588280568,27.94718126018033,37.014549262669476,39.997684416915895,NEUTRAL,HOLD
2025-03-17,44.8309330300053,20.078323428804943,60.25219481864782,32.44573285160355,30.48402964839643,38.434562622512566,36.21702283952496,NEUTRAL,HOLD
2025-03-18,42.63060813633464,20.077918274071813,58.37879360631262,32.8911543454075,32.32492842023805,37.6505867245158,37.16050948347005,NEUTRAL,HOLD
2025-03-19,49.721729362790654,25.275394650160955,63.89024791708336,35.13126533623353,29.298844145178435,42.212991269746986,38.762009157921106,NEUTRAL,HOLD
2025-03-20,45.18688799925268,21.063441896264102,60.276369772197505,35.13879953181353,31.653104056707576,39.31333116372412,37.17399091845783,NEUTRAL,HOLD
2025-03-21,45.15503066285135,21.814684039756173,59.82754343441815,36.01355998747052,30.108234906075865,39.37854638440624,38.40875458538706,NEUTRAL,HOLD
2025-03-22,44.80609372364462,23.670031497057117,59.44256516481923,35.77099580139708,32.77045017103919,39.890543411634994,38.231814637655724,NEUTRAL,HOLD
2025-03-23,48.2493715688874,26.252753418591208,62.109518360375326,34.21146895567596,32.318444452659634,41.823468286006445,37.014549262669476,NEUTRAL,HOLD
2025-03-24,50.96701165488623,26.616006797820802,64.14785084412085,37.922427511760745,29.581789177010535,43.420218409210406,38.434562622512566,NEUTRAL,HOLD
2025-03-25,51.20458910786708,25.92444132042545,64.32013274128128,40.18285581816837,24.772640350343025,43.2112060184823,37.6505867245158,NEUTRAL,HOLD
2025-03-26,50.22414181540596,26.269646754271214,63.456269987985095,41.99053115036633,32.72729691208227,43.89721759454979,42.212991269746986,NEUTRAL,HOLD
2025-03-27,50.95881388968444,24.817634343641,63.73170843621324,44.13738905887957,27.639722982740892,43.62297509716426,39.31333116372412,NEUTRAL,HOLD
2025-03-28,45.79326359709083,25.262378667859846,59.68521369593294,43.35396773924282,27.126588452553733,41.20637049142059,39.37854638440624,NEUTRAL,HOLD
2025-03-29,42.72773124189461,20.43068845596259,57.2823173096104,44.66942894186731,27.676614486698696,38.850530738431075,39.890543411634994,NEUTRAL,HOLD
2025-03-30,42.36415271300592,19.098198716319263,56.754175778682445,36.01104215181652,30.925900976523707,37.328877069142926,41.823468286006445,NEUTRAL,HOLD
2025-03-31,42.92341476447709,22.648648223435394,56.89046984028966,37.26268474976106,36.14898142094318,39.12158130781838,43.420218409210406,NEUTRAL,HOLD
2025-04-01,47.942599010601036,20.189333100867422,60.547672273536065,37.9265150805405,32.23464452032562,40.45208914721801,43.2112060184823,NEUTRAL,HOLD
2025-04-02,43.21222056376099,29.85051445746112,56.74064545056934,40.28770497811237,38.4773448554825,41.66531410587255,43.89721759454979,NEUTRAL,HOLD
2025-04-03,43.77345850667258,24.491581884485367,57.53745113057447,38.61722479943616,39.526767891904235,40.50768375834386,43.62297509716426,NEUTRAL,HOLD
2025-04-04,45.33305073886337,33.31348301773271,58.39712949198861,34.4676347609367,38.870417283233905,42.6648988169538,41.20637049142059,NEUTRAL,HOLD
2025-04-05,44.565963734013266,28.306394527421052,57.95931725235862,33.19971467386292,40.459377638917296,41.06414616750213,38.850530738431075,NEUTRAL,HOLD
2025-04-06,35.052169230665484,19.866770022133352,50.507530123142395,29.524469903300464,30.76565964170264,33.08908574902679,37.328877069142926,NEUTRAL,HOLD
2025-04-07,37.72121144111867,20.703405709249736,51.75551680924939,28.022284345966693,22.944667277970154,33.34112760118994,39.12158130781838,NEUTRAL,HOLD
2025-04-08,32.34176626175638,21.620715467234675,47.78407652281927,26.726591902211904,24.01809982549294,31.075322817780517,40.45208914721801,NEUTRAL,HOLD
2025-04-09,43.82175512732695,18.4606686883741,56.31275564932129,29.1150587883201,35.22901831947577,36.914405490351456,41.66531410587255,NEUTRAL,HOLD
2025-04-10,38.140289974592676,20.831320682264657,52.103966075521846,26.7020847472889,33.18227889581284,34.39425097972296,40.50768375834386,NEUTRAL,HOLD
2025-04-11,45.09480732649178,24.40621351363273,57.27134058927385,25.363514673306476,33.54523446173707,38.24331434138017,42.6648988169538,NEUTRAL,HOLD
2025-04-12,48.647049718819055,24.057920341903785,59.72799628656602,29.756939325821026,35.470138631342294,40.56474902044225,41.06414616750213,NEUTRAL,HOLD
2025-04-13,45.6030032241019,31.693735161761026,57.3242631951316,26.800767085639983,35.402341213844636,40.629536580927606,33.08908574902679,BEAR,EXIT
2025-04-14,47.51946939965987,25.473172734095158,58.502978986861656,27.758771037215414,34.740563448353626,39.962601801211754,33.34112760118994,BEAR,EXIT
2025-04-15,46.08824513309225,23.48624487771923,57.2452211794063,29.113200272092683,34.429964445835935,38.957055480636235,31.075322817780517,BEAR,EXIT
2025-04-16,47.01288041749136,25.09391962040166,57.775155949430726,28.81677821660915,32.43482727213751,39.49837467993909,36.914405490351456,NEUTRAL,HOLD
2025-04-17,48.913448076622004,27.19646523852975,58.81348923653066,29.170530430379298,29.59430737122743,40.57085888160481,34.39425097972296,BEAR,EXIT
2025-04-18,48.027352611326826,21.634246411406757,58.05108124003684,25.95649428907344,28.448175562448114,38.16527533386294,38.24331434138017,NEUTRAL,HOLD
2025-04-19,49.386188464126555,23.14154526407176,58.903188025820526,26.035064435340438,30.617541765948857,39.34889430231596,40.56474902044225,NEUTRAL,HOLD
2025-04-20,49.38980409867252,18.2007722148546,58.74222715406621,24.757889539282527,29.329939408889743,37.76225708591,40.629536580927606,NEUTRAL,HOLD
2025-04-21,53.5503406407822,20.446791232928668,61.865734877671706,24.35827583526345,24.535607996979806,39.65724915098866,39.962601801211754,NEUTRAL,HOLD
2025-04-22,64.68898480075018,33.479732528323616,70.04361842344461,28.026924903992565,30.67327240897066,49.056718233490834,38.957055480636235,NEUTRAL,HOLD
2025-04-23,64.56316786551197,19.826111735320932,69.96572912077539,25.541519933496392,30.092440514142794,45.15909615907764,39.49837467993909,NEUTRAL,HOLD
2025-04-24,64.61251494653153,29.184840689895548,70.21104686690234,24.12752177452972,29.106740460545538,47.251976342047826,40.57085888160481,NEUTRAL,HOLD
2025-04-25,65.79312060561872,30.379055942771743,71.30315809000741,26.223598073196353,32.253434320049706,48.75221492836445,38.16527533386294,NEUTRAL,HOLD
2025-04-26,65.63997266377429,26.19717938744427,71.00543835242938,28.054300669092548,35.159254981157986,48.16644491495891,39.34889430231596,NEUTRAL,HOLD
2025-04-27,64.02926852474737,26.535706699725896,69.76422216442255,28.383096149088065,37.17134726565604,47.770150814169014,37.76225708591,NEUTRAL,HOLD
2025-04-28,66.16802303738213,29.40898570373303,71.29033722291597,29.578945070507164,38.42835715240568,49.740398257547724,39.65724915098866,NEUTRAL,HOLD
2025-04-29,64.20714989628543,30.646218477746817,70.13427220960952,26.684363686067456,39.933311203141656,48.94653970346852,49.056718233490834,NEUTRAL,HOLD
2025-04-30,64.40074161627417,25.72778501009004,69.99140222607781,25.668123752371457,38.79282978805212,47.47995072428126,45.15909615907764,NEUTRAL,HOLD
2025-05-01,68.27787536741091,27.72078877431866,72.81062548998908,26.76445343381022,37.4871195689604,49.73906487376833,47.251976342047826,NEUTRAL,HOLD
2025-05-02,68.91049831490731,36.51076346658124,73.260409283175,26.084308329257432,40.625007569957575,52.42806922413688,48.75221492836445,NEUTRAL,HOLD
2025-05-03,67.2195537887235,37.454075846348985,71.88886099384369,27.360110397870578,40.68127284110247,52.079301140763874,48.16644491495891,NEUTRAL,HOLD
2025-05-04,64.3885976242427,27.627052678769097,69.63607800197448,28.77048055580667,42.240436597563026,48.69017380048729,47.770150814169014,NEUTRAL,HOLD
2025-05-05,64.98814381506864,40.6112659057009,70.09647124406672,29.42471966718981,42.38911585006503,52.32117340484413,49.740398257547724,NEUTRAL,HOLD
2025-05-06,68.13540228560339,28.6699604675892,72.77488857592665,27.20675750424,48.418330719001126,51.085935215299756,48.94653970346852,NEUTRAL,HOLD
2025-05-07,68.86507292921983,33.502260505578306,72.87964191385244,30.146679056253372,50.75987606534152,53.20900485290318,47.47995072428126,NEUTRAL,HOLD
2025-05-08,79.52981305613993,39.83663017284772,80.80733755433823,33.67846689655728,67.39029390422928,61.770368395828086,49.73906487376833,NEUTRAL,HOLD
2025-05-09,78.95764003695137,32.53850807098293,80.51125212698135,31.078024558796045,70.64329306856348,59.650202444903165,52.42806922413688,NEUTRAL,HOLD
2025-05-10,81.95354023539254,36.87696660078961,82.58278840431348,32.10144702682442,86.61072344589104,63.79815080029063,52.079301140763874,NEUTRAL,HOLD
2025-05-11,80.74168118235892,35.947390704074735,81.58876503200058,32.56920057984897,85.32634651160681,62.9451197752645,48.69017380048729,NEUTRAL,HOLD
2025-05-12,78.53564516222353,34.88273154796496,79.95918241102096,24.649962320087493,83.14544914174944,60.285252180050556,52.32117340484413,NEUTRAL,HOLD
2025-05-13,80.27532009927782,29.007725633275722,81.54513144876795,25.48312572748424,92.07488387645186,60.67351097462369,51.085935215299756,NEUTRAL,HOLD
2025-05-14,79.0006425980319,34.065753355901315,80.61519640266769,24.27870753164621,88.46922769516965,60.82839929818233,53.20900485290318,NEUTRAL,HOLD
2025-05-15,78.79958535101449,34.59831810911798,80.61693474561423,24.769401963231275,86.32145415855621,60.760397792047,61.770368395828086,BULL,DEPLOY_ALTS
2025-05-16,78.2507610706996,31.498647764398612,80.26503642970523,25.247085946393767,88.13663664395327,60.003624104604974,59.650202444903165,NEUTRAL,HOLD
2025-05-17,77.48606566217222,33.30066254410559,79.66298568419855,24.633927954935896,85.41658014037264,59.740329678795426,63.79815080029063,BULL,DEPLOY_ALTS
2025-05-18,82.47719812711566,41.854910755594574,83.2277728486137,25.45673736371637,80.28080395496585,63.69903269681012,62.9451197752645,BULL,DEPLOY_ALTS
2025-05-19,81.22537984447871,33.607122922184715,82.54155399300929,25.228005562182393,83.30788161112514,61.392694477931514,60.285252180050556,BULL,DEPLOY_ALTS
2025-05-20,83.13403188587866,36.932362652347855,83.90348716664072,26.356101393667785,83.6063055819709,63.26804342942596,60.67351097462369,BULL,DEPLOY_ALTS
2025-05-21,87.62553766886973,36.89576918360758,87.52457589609438,33.9744357644651,85.27136247621667,66.63982038807312,60.82839929818233,BULL,DEPLOY_ALTS
2025-05-22,90.2306388059208,40.24883849866894,89.84034873505962,30.788271500602043,83.68941490323006,68.08665322886871,60.760397792047,BULL,DEPLOY_ALTS
2025-05-23,82.34257586007344,39.495495409636135,83.98159784820172,30.107929259325715,79.82244134365669,63.871399703335946,60.003624104604974,BULL,DEPLOY_ALTS
2025-05-24,83.32586421888738,34.22885994959693,84.63158976784969,27.7109891279595,81.49398747380918,62.78733932321023,59.740329678795426,NEUTRAL,HOLD
2025-05-25,84.95977716374264,38.480082347876504,85.82463475782508,24.846154739922472,80.98377230594903,64.0981811292402,63.69903269681012,BULL,DEPLOY_ALTS
2025-05-26,85.24405098268117,39.61797716961095,86.34529164689913,24.878443453418843,79.14374360514188,64.39290879511393,61.392694477931514,BULL,DEPLOY_ALTS
2025-05-27,84.08664708419813,34.7118539628566,85.79185774070027,25.345934102207085,85.02615721094219,63.36683500053893,63.26804342942596,BULL,DEPLOY_ALTS
2025-05-28,81.63532700245061,43.176090977796356,84.0427852029218,24.271475228630283,88.20632159361107,64.55453132942428,66.63982038807312,BULL,DEPLOY_ALTS
2025-05-29,77.41975186515317,39.59331013981598,81.17749409093513,27.26318329997865,88.08522468356446,62.25775187604022,68.08665322886871,BULL,DEPLOY_ALTS
2025-05-30,74.10915466347114,37.084663851416764,78.79170850142559,28.350582914190237,84.71474178613293,59.98631567792248,63.871399703335946,BULL,DEPLOY_ALTS
2025-05-31,75.33710630326705,39.411664143284185,79.54485689361283,27.681555407124815,84.16881906120184,60.93213452271263,62.78733932321023,BULL,DEPLOY_ALTS
2025-06-01,77.09501614852871,29.309970428226144,80.74026815189362,26.331092026564644,83.56363618155339,58.910078504133914,64.0981811292402,BULL,DEPLOY_ALTS
2025-06-02,76.76325384016273,29.504862018733085,80.83111345601347,27.645483385124354,86.25549984782933,59.34378684048638,64.39290879511393,BULL,DEPLOY_ALTS
2025-06-03,75.5527667639338,33.38942563988464,80.11027458364269,30.257516152536468,85.89393797150156,60.16326257591046,63.36683500053893,BULL,DEPLOY_ALTS
2025-06-04,73.98264252844157,26.29177891871855,79.17297847131618,30.84871956068013,87.22569912234401,57.952211028811774,64.55453132942428,BULL,DEPLOY_ALTS
2025-06-05,68.44470883685622,27.730431061316995,74.95717556471493,33.48463115652599,83.92376124620995,55.872526327429,62.25775187604022,BULL,DEPLOY_ALTS
2025-06-06,73.14401644598004,28.973258747868098,78.40536032300746,33.07500186860996,84.14928163674759,58.24377012932878,59.98631567792248,NEUTRAL,HOLD
2025-06-07,75.21991244644423,32.85237894035611,79.92664056759621,31.740114871461873,70.43002540463357,58.568416353724174,60.93213452271263,BULL,DEPLOY_ALTS
2025-06-08,75.1663454974672,36.59548824954391,79.81555657620748,33.37650821820854,61.574062903364215,58.825769549935345,58.910078504133914,NEUTRAL,HOLD
2025-06-09,82.7462318587,34.187251833174024,85.57990050223131,33.91787560959494,54.10618209971698,60.9849621677607,59.34378684048638,NEUTRAL,HOLD
2025-06-10,82.17518110726357,45.46004361735682,85.38149501420705,33.01378131516772,63.60352945260533,64.40628438189538,60.16326257591046,BULL,DEPLOY_ALTS
2025-06-11,79.42821437403322,33.575413091829596,83.27644951260802,36.69109593881053,63.24716472540825,60.70598835105136,57.952211028811774,NEUTRAL,HOLD
2025-06-12,74.628330921528,34.79163521535038,79.67624744174167,35.89426397346808,52.59192159055506,57.66498932372005,55.872526327429,NEUTRAL,HOLD
2025-06-13,73.99629256216187,33.84206157977664,79.64451582567433,38.026551249592245,51.65043345033576,57.4573323612,58.24377012932878,NEUTRAL,HOLD
2025-06-14,72.74564636656417,35.292460862014615,78.80512244664907,36.20161009354373,53.394624692847685,57.177537598119045,58.568416353724174,NEUTRAL,HOLD
2025-06-15,72.72558282075363,29.632385368052578,78.780529241105,35.14913018612155,53.51395935424957,55.60564249980342,58.825769549935345,NEUTRAL,HOLD
